val,langCode,translation
license-unfree-if-needed,id,Menggunakan perangkat lunak dengan lisensi tidak bebas
license-unfree-if-needed,id,Menggunakan perangkat lunak sumber tertutup jika diperlukan
linux-advanced,id,Pengetahuan Linux: Ahli
linux-beginner,id,Pengetahuan Linux: Pemula
linux-expert,id,Pengetahuan Linux: Profesional
mac-like,id,Tampilan bawaan seperti MacOS
multipackage,id,Dapat menginstal package dari distribusi lain
no-package-manager,id,Aplikasi diinstal dengan membangunnya dari kode sumber
no-systemd,id,Beberapa varian tidak menggunakan systemd
notimportant,id,Kurang Penting
pay-nothing,id,Varian dapat digunakan gratis
pay-price,id,"Varian berbayar tersedia, contoh: penggunaan perusahaan"
pc-advanced,id,Pengetahuan Komputer: Ahli
pc-beginner,id,Pengetahuan Komputer: Pemula
pc-expert,id,Pengetahuan Komputer: Profesional
pc-old,id,Varian untuk komputer lama tersedia
pc-up-to-date,id,Memerlukan komputer dengan komponen up-to-date. Tidak bekerja pada CPU 32-bit
privacy-online-not-okay,id,"Tidak terhubung dnegan perusahaan pihak ketiga dibelakang layar, seperti halaman pencarian"
privacy-online-okay,id,Terhubung dengan perusahaan pencarian dibelakang layar
programs-graphical,id,Pengelolaan perangkat lunak melalui tools seperti App Store
programs-shell,id,Pengelolaan perangkat lunak sebagian besar melalui perintah shell
q.1.text,id,Bagaimana saya menilai pengetahuan berkomputer saya?
q.1.title,id,Pengetahuan Komputer
q.10.text,id,"Beberapa distribusi menggunakan layanan online untuk mengembangkan pengelaman pengguna. Hal ini dapat mempengarui privasi pengguna, karena pengguna dapat dilacak menggunakan fitur online semacam ini."
q.10.title,id,Distribusi: Privasi
q.11.text,id,Beberapa distribusi menyediakan program atau desktop dengan temanya sendiri atau ikon untuk mewujudkan sebuah pengalaman pengguna
q.11.title,id,"Distribusi: Setelan Tema, Ikon, dan Gambar Latar"
q.12.text,id,Pada Linux anda dapat menginstal perangkat lunak dengan beberapa cara. Anda dapat membangunnya melalui kode sumber atau menginstalnya melalui package manager. Yang mana yang anda suka?
q.12.title,id,Perangkat Lunak: Administrasi
q.13.text,id,Beberapa distribusi menawarkan pembaruan yang lebih cepat yang dapat mempengaruhi kestabilan sistem. Yang mana yang anda suka?
q.13.title,id,Perangkat Lunak: Pembaruan
q.14.text,id,"Beberapa distribusi dibuat dengan tujuan khusus, beberapa untuk penggunaan harian. Apa yang anda perlukan?"
q.14.title,id,Perangkat Lunak: Kasus Penggunaan
q.15.text,id,"Penting untuk mengetahui berapa lama sebuah sistem karena beberapa distribusi tidak dapat berjalan pada sistem lama. Alasan utama adalah karena dukungan untuk teknologi lama telah dihentikan, seperi arsitektur 32-bit demi arsitektur 64-bit."
q.15.title,id,Instalasi: Dukungan Perangkat Keras
q.16.text,id,"Beberapa distribusi menggunakan fitur khusus, seperti keamanan tambahan. Dari fitur-fitur berikut yang mana yang anda ingin gunakan (apabila ada)?"
q.16.title,id,Distribusi: Fitus khusus
q.2.text,id,Bagaimana saya menilai pengetahuan Linux saya?
q.2.title,id,Pengetahuan Linux
q.3.text,id,Berapa banyak preferensi yang ingin anda ubah sendiri saat instalasi? Berapa banyak konfigurasi yang ingin anda isi dengan nilai bawaan?
q.3.title,id,Instalasi: Setelan
q.4.text,id,Kebanyakan distribusi memungkinkan untuk memulai dari USB atau DVD untuk menguji distribusi tanpa mengubah apapun pada komputer anda. Beberapa distribusi dapat diinstal pada USB itu sendiri dengan data dan setelah tersimpan.
q.4.title,id,Instalasi: Perlu Pengujian Live?
q.5.text,id,Beberapa distribusi lebih suka artikel wiki untuk mengatasi masalah. Yang mana yang anda suka?
q.5.title,id,Konfigurasi: Sumber Bantuan
q.6.text,id,Linux dapat menggunakan banyak tampilan pengguna yang berbeda. Banyak distribusi menyediakan satu desktop bawaan. Penting untuk mengetahui jika ada preferensi pada sebuah konsep. Anda dapat berpindah dan menginstal desktop baru kapan saja.
q.6.title,id,Distribusi: Konsep Pengalaman Pengguna
q.7.text,id,Kebanyakan distribusi gratis. Beberapa juga menawarkan dukungan tambahan dengan biaya.
q.7.title,id,Distribusi: Biaya
q.8.text,id,Distribusi yang berbeda menginstal jumlah program yang berbeda. Beberapa menginstal sekumpulan program agar dapat langsung digunakan. Beberapa distribusi lain hanya menginstal sistem dasar dan membiarkan pengguna menentukan perangkat lunak mana yang digunakan.
q.8.title,id,Distribusi: Cakupan
q.9.text,id,"Ideologi sebuah distribusi selalu menjadi perdebatan. Ada distribusi yang hanya menggunakan lisensi bebas, dan ada juga yang menggunakan lisensi tidak bebas. Lisensi bebas memungkinkan pengguna untuk mengubah, menyebarkan, dan menggunakan perangkat lunak untuk tujuan apapun. Ada contoh kasus dimana distribusi harus menggunakan lisensi tidak bebas, contohnya driver. Perangkat lunak tidak bebas tidak menyebarkan kode sumbernya dan modifikasi juga tidak diperbolehkan.

Penting untuk mengetahui jika anda memiliki preferensi mengenai model lisensi."
q.9.title,id,Distribusi: Ideologi
share,id,Bagiakn hasil saya
sys.3,id,"Situs in berisikan tes lama, dibuat menggunakan versi distrochooser.de sebelumnya. Anda dapat mengakses tes lama ini <a href='#link#'>disini</a>"
sys.3link,id,Disini
sys.3link,id,Disini
sys.3link,id,Disini
sys.abort,id,Batalkan
sys.about,id,Mengenai project ini
sys.about.short,id,Tentang
sys.answered,id,Terjawab
sys.back,id,Kembali
sys.backshort,id,Kembali
sys.can-delete,id,Anda dapat menghapus jawaban kapan saja
sys.can-get-result-anyorder,id,Anda dapat menjawab tanpa memikirkan urutan
sys.can-get-result-anytime,id,Anda dapat selalu mengklik “Dapatkan hasil”
sys.can-mark-important,id,Anda dapat membobotkan kriteria pada akhir tes untuk menekankan apa yang penting bagi anda
sys.can-skip-questions,id,Anda dapat selalu melewatkan pertanyaan
sys.clear,id,Bersihkan
sys.contact,id,Kontak
sys.displayexcluded,id,Tampilkan pengecualian
sys.excludedbytag,id,Pertanyaan ini terlalu jauh dari profil keperluan anda. Anda dapat menjawab atau melewatkannya.
sys.getresult,id,Dapatkan hasil
sys.imagesource,id,Sumber gambar
sys.important,id,Penting
sys.intro,id,Selamat datang
sys.intro,id,Selamat datang! Tes ini akan membantu anda memilih distribusi Linux yang cocok untuk anda
sys.lang,id,Bahasa
sys.links,id,Situs
sys.next,id,Lanjut
sys.nodistros,id,Kami tidak dapat memperhitungkan daftar berdasarkan jawaban yang anda berikan
sys.nodistrostext,id,Tolong perbarui jawaban dan bobot anda agar kami dapat melakukan perhitungan untuk anda
sys.notags,id,Kami tidak dapat menemukan apapun berdasarkan keperluan anda
sys.notimportant,id,Tidak penting
sys.or,id,atau
sys.privacy,id,Privasi
sys.rate,id,Seberapa senang anda dengan hasilnya?
sys.rated,id,Terima kasih atas umpan baliknya
sys.rating-1,id,Tidak puas!
sys.rating-2,id,Cukup memuaskan!
sys.rating-3,id,Saya senang!
sys.skip,id,Lewatkan pertanyaan
sys.start,id,Mulai tes
sys.textsource,id,Sumber teks
sys.vendor,id,Project oleh
sys.warning,id,Perhatian
sys.weight,id,Bobotkan jawaban saya
sys.weight,id,Jawaban dibobotkan
sys.weighterror,id,"Semua evaluasi anda negatif, kami tidak dapat lanjut dengan data ini. Tolong sisakan setidaknya 1 kategori dengan positif atau setidaknya netral"
sys.weightinfo,id,Gerakkan slider untuk menandai properti sebagai penting (kanan) atau kurang penting (kiri)
sys.weightorresult,id,Dapatkan hasil atau bobotkan jawaban?
sys.welcometext,id,Selamat datang
systemd,id,Varian lain menggunakan systemd sebagai proses init
updates-stable,id,Pembaruan lebih jarang tetapi lebih stabil
updates-unstable,id,"Pembaruan cepat, tetapi dapat menjadi tidak stabil"
usage-anon,id,Dibuat untuk keperluan anonimisasi
usage-daily,id,Dapat digunakan untuk penggunaan sehari-hari
usage-gaming,id,Pembuat game mendukung distribusi ini
usage-rescue,id,"Dapat digunakan untuk penyelamatan data, karena dapat diboot melalui USB/DVD/CD"
usage-science,id,Menyediakan aplikasi untuk keperluan sains
ux-closed,id,Atarmuka pengguna mempunyai warna dan desain sendiri.
ux-undecided,id,Tidak menyediakan konsep desain tertutup
windows-like,id,Konsep desain antarmuka pengguna menyerupai Windows
