"val","langCode","translation"
"d.11.description","es","CentOS (abreviatura de Community Enterprise Operating System) es una distribución de Linux que intenta proporcionar una plataforma informática empresarial gratuita, soportada por la comunidad, y que pretende ser 100% compatible con su fuente original, Red Hat Enterprise Linux (RHEL). En enero de 2014, se anunció que CentOS se unió oficialmente a Red Hat manteniendo su independencia de RHEL, bajo un nuevo Consejo de Administración de CentOS. El primer lanzamiento de CentOS en mayo de 2004, numerado como CentOS versión 2, se bifurcó de la versión 2.1AS de RHEL. A partir de las versiones 5.10 y 6.5, CentOS admite oficialmente arquitecturas x86-64 y x86 (con la extensión de dirección física (PAE) requerida para este último), mientras que se espera que una versión beta esté disponible para la arquitectura PowerPC."
"d.12.description","es","El sistema operativo Puppy Linux es una distribución liviana de Linux que enfatiza en la facilidad de uso y la mínima huella de memoria. Todo el sistema se puede ejecutar desde la RAM, con versiones actuales que normalmente ocupan alrededor de 130 MB, lo que elimina los medios de arranque después del inicio del sistema operativo. Se incluyen aplicaciones como AbiWord (documentos de Word), Gnumeric (hojas de cálculo) y MPlayer (reproductor multimedia), así como una selección de navegadores web livianos. El elenco fue desarrollado inicialmente por Barry Kauler y otros miembros de la comunidad. Con la herramienta Woof se puede construir una distribución de Puppy Linux a partir de los paquetes binarios de otras distribuciones de Linux."
"d.13.description","es","Knoppix es un sistema operativo basado en Debian diseñado para ejecutarse directamente desde un CD/DVD (Live CD) o una unidad flash USB (USB Live), fue uno de los primeros sistemas operativos en soportar esta funcionalidad. Knoppix fue desarrollado por el consultor de Linux Klaus Knopper. Al iniciar un programa, se carga desde el medio extraíble y se descomprime en una unidad RAM. La descompresión se realiza sobre la marcha de manera transparente. Aunque Knoppix está diseñado principalmente para ser utilizado como Live CD, también se puede instalar en un disco duro como un sistema operativo típico. Los ordenadores que admiten el arranque desde dispositivos USB pueden cargar Knoppix desde una unidad flash USB o una tarjeta de memoria. Hay dos ediciones principales de Knoppix: la edición de CD (700 megabytes) y la edición ""Maxi"" para DVD (4,7 gigabytes). Cada una de estas ediciones principales tiene dos ediciones específicas según el idioma: inglés y alemán."
"d.14.description","es","Gentoo Linux es un sistema operativo basado en el kernel de Linux y construido utilizando el administrador de paquetes de Portage. Se distribuye como software libre y de código abierto. A diferencia de una distribución de software binario, el código fuente se compila localmente de acuerdo con las preferencias del usuario y a menudo se optimiza para el ordenador en el que se instala. Existen binarios precompilados disponibles para algunos paquetes demasiado grandes y para paquetes cuyo código fuente no se ha publicado. El nombre ""Gentoo"" proviene de la especie de pingüino Gentoo que tiene la peculiaridad de nadar muy rápido. Fue creado para reflejar las posibles mejoras de velocidad que se pueden obtener utilizando una distribución optimizada específicamente para el ordenador en el que se usa. El administrador de paquetes de Gentoo está diseñada para ser modular, portátil, fácil de mantener y flexible. Gentoo a veces se describe como una metadistribución, ""debido a su adaptabilidad casi ilimitada"", ya que la mayoría de los usuarios tienen configuraciones y conjuntos de programas instalados que son únicos."
"d.15.description","es","Antergos (anteriormente conocido como Cinnarch) es una distribución Linux de origen gallego basada en el sistema operativo Arch Linux. Utiliza el entorno de escritorio GNOME 3 de forma predeterminada, pero también se puede usar con Cinnamon, Razor-qt y Xfce. Fue lanzado en julio de 2012 como Cinnarch y en mayo de 2013 se ubicó entre las 30 distribuciones más populares en Distrowatch. La palabra gallega Antergos (que significa: antepasados) fue elegida ""para vincular el pasado con el presente""."
"d.16.description","es","Bedrock Linux es una distribución de Linux creada con el objetivo de ofrecer la mayoría de las ventajas (a menudo aparentemente mutuamente excluyentes) de otras distribuciones de Linux disponibles, de manera simultánea y transparente."
"d.17.description","es","Tails o The Amnesic Incognito Live System es una distribución de Linux basada en Debian centrada en la seguridad y dirigida a preservar la privacidad y el anonimato del usuario. Todas sus conexiones salientes están obligadas a pasar por Tor, y las conexiones directas (no anónimas) están bloqueadas. El sistema está diseñado para arrancar desde un DVD o unidad USB y no dejará ningún rastro en la máquina a menos que se indique explícitamente lo contrario. El proyecto Tor proporcionó la mayor parte del apoyo financiero para su desarrollo."
"d.18.description","es","Zorin OS es una distribución basada en Ubuntu para nuevos usuarios de Linux. La interfaz de usuario recuerda a Windows, lo que facilita la orientación."
"d.19.description","es","Xubuntu es una variante de Ubuntu reconocida por Canonical Ltd. Utiliza el entorno de escritorio Xfce, en lugar de Unity o GNOME."
"d.2.description","es","Ubuntu es un sistema operativo Linux basado en Debian, usa GNOME shell como entorno de escritorio predeterminado. Se basa en software libre y lleva el nombre de la filosofía ""ubuntu"" del África Meridional (que significa literalmente, ""humanidad""), aunque a menudo es traducido como ""humanidad hacia los demás"" o ""la creencia en un vínculo universal de compartir que conecta a toda la humanidad"". De acuerdo con algunas métricas, Ubuntu es la distribución de escritorio de Linux más popular hasta la fecha. El desarrollo de Ubuntu está dirigido por Canonical Ltd., una empresa propiedad del empresario sudafricano Mark Shuttleworth. Canonical genera ingresos a través de la venta de soporte técnico y otros servicios relacionados con Ubuntu. El proyecto Ubuntu está comprometido públicamente con los principios del desarrollo de código abierto; Se alienta a las personas a usar software libre, estudiar cómo funciona, mejorarlo y distribuirlo."
"d.20.description","es","Lubuntu es un sistema operativo Linux liviano basado en Ubuntu pero que utiliza el entorno de escritorio LXDE en lugar del GNOME shell Se dice que LXDE es ""más liviano, menos hambriento de recursos y más eficiente en el consumo de energía""."
"d.21.description","es","Kubuntu es un derivado oficial del sistema operativo Ubuntu que usa KDE Plasma Desktop en vez de GNOME shell. Como parte del proyecto Ubuntu, Kubuntu usa los mismos sistemas subyacentes, cada paquete en Kubuntu comparte los mismos repositorios que Ubuntu, y se lanza regularmente en el mismo horario que Ubuntu."
"d.22.description","es","Slackware es una distribución de Linux creada por Patrick Volkerding en 1993. Originalmente basada en el sistema Softlanding Linux, Slackware ha sido la base para muchas otras distribuciones de Linux, especialmente las primeras versiones de SUSE Linux, y es la más antigua que se mantiene actualmente. Slackware apunta a la estabilidad y simplicidad de diseño y a ser la distribución de Linux más ""similar a Unix"". Realiza la menor cantidad de modificaciones posible a los paquetes de software de la versión anterior e intenta no anticipar los casos de uso ni excluir las decisiones del usuario."
"d.23.description","es","Ubuntu MATE es un sistema operativo estable y fácil de usar con un entorno de escritorio configurable. Ideal para aquellos que quieren sacar el máximo provecho de sus ordenadores de escritorio, portátiles y netbooks y prefieren una escritorio tradicional. Con modestos requisitos de hardware, es adecuado tanto para estaciones de trabajo modernas, como hardware antiguo por igual."
"d.24.description","es","Ubuntu GNOME (antes Ubuntu GNOME Remix) es una experiencia de escritorio GNOME pura construida a partir de los repositorios de Ubuntu."
"d.25.description","es","NixOS es una distribución de Linux basada en el administrador de paquetes nix. La característica principal de esta distribución es su configuración declarativa: cada componente del sistema, desde el gestor de arranque hasta el escritorio, se configura con el mismo administrador (Nix)."
"d.26.description","es","Neon KDE es una distribución pura de KDE. Los contribuidores y evaluadores de KDE pueden usar paquetes creados a partir de KDE Git. Utiliza la base del penúltimo Ubuntu LTS (16.04)."
"d.27.description","es","Linux From Scratch es un proyecto que proporciona instrucciones paso a paso para construir su propio sistema Linux personalizado."
"d.28.description","es","Red Hat Enterprise Linux (RHEL) es una distribución empresarial Linux que brinda gran estabilidad y soporte extendido por parte de desarrolladores de software independientes."
"d.29.description","es","Qubes OS ejecuta todas las aplicaciones dentro de entornos virtuales. Los entornos están basados en Fedora, Debian, Whonix o Windows. Usando esta técnica de aislamiento, se concede una mejor seguridad para el usuario."
"d.3.description","es","Manjaro Linux, o simplemente Manjaro (pronunciado como Kilimanjaro), es una distribución de Linux, con Xfce como su interfaz de usuario predeterminada. Es un sistema operativo de software principalmente gratuito para computadoras personales destinado a facilitar el uso. Al igual que su base, Arch Linux, utiliza un modelo de lanzamiento continuo (rolling release)."
"d.30.description","es","Scientific Linux es una forma derivada de la distribución de Red Hat Enterprise Linux (RHEL). La distribución está diseñada con fines científicos, además, es totalmente compatible con RHEL. Las actualizaciones de RHEL están optimizadas para Scientific Linux en unos pocos meses."
"d.31.description","es","Void Linux es una nueva distribución de Linux no relacionada con otras distribuciones. Los programas están relacionados con musl o libc. El administrador de paquetes XBPS le permite instalar programas desde la fuente o mediante binarios. Void Linux usa runit en lugar de systemd."
"d.32.description","es","Devuan es una bifurcación de Debian que no usa systemd. En cambio, runit, sysvinit y otros sistemas de inicialización se pueden usar en su lugar."
"d.33.description","es","openSuse Tumbleweed es una distribución de lanzamiento continuo (rolling-release) basada en openSuse Factory. La distribución tiene actualizaciones frecuentes y ofrece software más nuevo en comparación con otras ediciones de openSuse. openSuse Tumbleweed se recomienda para usuarios con experiencia con openSuse, pero no para principiantes en Linux."
"d.34.description","es","Solus OS es una distribución de Linux fácil de usar para principiantes, que presenta el escritorio Budgie, proporcionando una experiencia fuera de lo común. La distribución solo es compatible con sistemas compatibles con 64 bits."
"d.4.description","es","Linux Mint es una distribución de Linux de 32 y 64 bits para ordenadores de escritorio, basada en Ubuntu o Debian. Su objetivo declarado es ser un ""sistema operativo moderno, elegante y cómodo que sea potente y fácil de usar"". Mint proporciona soporte multimedia completo listo para usar que incluye software propietario como Adobe Flash. El lema de Mint es ""de la libertad ha venido la elegancia"". Las nuevas versiones de Linux Mint se han lanzado aproximadamente cada seis meses. La primera versión, llamada ""Ada"", se lanzó en 2006. La última versión llamada ""Tara"" se lanzó en 2018. El soporte para versiones anteriores generalmente termina poco después del lanzamiento de la próxima versión, pero también hay versiones con soporte a largo plazo, compatibles durante 5 años."
"d.5.description","es","Debian es un sistema operativo que se compone principalmente de software libre, la mayoría del cual está licenciado bajo la Licencia Pública General de GNU, y desarrollado por un grupo de personas conocido como el Proyecto Debian. Debian es una de las distribuciones de Linux más populares para ordenadores personales y servidores de red, y se ha utilizado como base para muchas otras distribuciones de Linux. Debian fue anunciado en 1993 por Ian Murdock, y la primera versión estable se produjo en 1996. El desarrollo se realiza a través de Internet por un equipo de voluntarios dirigido por un gerente de proyecto y tres documentos básicos. Las nuevas distribuciones se actualizan continuamente y el próximo candidato se libera después de un congelamiento de tiempo. Como una de las primeras distribuciones de Linux, se preveía que Debian se desarrollaría abiertamente en el espíritu de Linux y GNU. Esta visión llamó la atención y el apoyo de la Free Software Foundation, que patrocinó el proyecto durante la primera parte de su vida."
"d.6.description","es","Mageia es un sistema operativo Linux, distribuido como software libre y de código abierto. Se deriva de la distribución de Mandriva Linux. El primer lanzamiento de la distribución, Mageia 1, tuvo lugar en junio de 2011."
"d.7.description","es","Fedora (anteriormente Fedora Core) es un sistema operativo basado en el kernel de Linux, desarrollado por el proyecto Fedora y propiedad de Red Hat. Fedora contiene software distribuido bajo una licencia de código abierto y apunta a estar a la vanguardia de dichas tecnologías. Linus Torvalds, autor del kernel de Linux, usa Fedora en todos sus ordenadores."
"d.8.description","es","openSUSE es un sistema operativo general basado en el kernel de Linux, desarrollado por el proyecto openSUSE, respaldado por la comunidad, y patrocinado por SUSE y otras compañías. Después de que Novell adquiriese SUSE Linux en enero de 2004, Novell decidió lanzar SUSE Linux Professional como un proyecto 100% de código abierto. En 2011, Attachmate Group adquirió Novell y dividió a Novell y SUSE en dos subsidiarias independientes. SUSE ofrece productos y servicios en torno a SUSE Linux Enterprise, su oferta comercial basada en openSUSE. La versión inicial del proyecto de la comunidad era una versión beta de SUSE Linux 10.0."
"d.9.description","es","elementary OS es una distribución de Linux basada en Ubuntu. Hace uso de un escritorio con su propio shell llamado Pantheon, y está profundamente integrado con otras aplicaciones de sistema operativo elementales como Plank (un dock), Midori (el navegador web predeterminado) y Scratch (un editor de texto simple). Esta distribución usa Gala como su administrador de ventanas, que se basa en Mutter. La distribución inicialmente comenzó como un conjunto de temas y aplicaciones diseñados para Ubuntu que luego se convirtió en su propia distribución de Linux. Al estar basado en Ubuntu, es compatible con sus repositorios y paquetes. Utiliza el propio centro de software de Ubuntu para manejar la instalación / eliminación de software, aunque su propio centro de software está en desarrollo. Su interfaz de usuario pretende ser intuitiva para los nuevos usuarios sin consumir demasiados recursos."
"fromsource","es","Los programas se obtendrán principalmente de su código fuente"
"help-community","es","La ayuda de la comunidad está presente"
"help-wiki","es","La ayuda via Wiki está presente"
"important","es","¡Importante!"
"installation-base","es","Instala solo la base del sistema operativo"
"installation-full","es","Instala software adicional, como navegadores web"
"installation-hdd","es","Se puede instalar en unidades de disco duro"
"installation-live","es","Prueba en vivo posible para probar antes de instalar"
"installation-usb","es","Se puede instalar en memorias USB"
"installer-defaults-wanted","es","Asistente de instalación con valores preestablecidos"
"installer-hdd","es","La instalación en disco duro es posible"
"installer-no-defaults","es","Instalación: Sin ajustes preestablecidos"
"installer-no-defaults-wanted","es","Menos valores de configuración son preestablecidos en la instalación"
"license-free","es","Usa licencias libres, como GNU GPL"
"license-unfree-if-needed","es","Utiliza software con licencias no libres"
"license-unfree-if-needed","es","Utiliza, si es necesario, también software de fuente cerrada"
"linux-advanced","es","Conocimiento de Linux: Avanzado"
"linux-beginner","es","Conocimiento de Linux: Principiante"
"linux-expert","es","Conocimiento de Linux: Profesional"
"mac-like","es","La interfaz de usuario predeterminada es parecida a la de macOS"
"multipackage","es","Puede instalar paquetes desde otras distribuciones"
"no-package-manager","es","Las aplicaciones se instalan compilándolas desde su código fuente"
"no-systemd","es","Algunas variantes no usan systemd"
"notimportant","es","menos importante"
"pay-nothing","es","Las variantes se pueden usar de forma gratuita"
"pay-price","es","Hay variantes de pago, p. ej. para uso empresarial"
"pc-advanced","es","Conocimiento en informática: Avanzado"
"pc-beginner","es","Conocimiento en informática: Principiante"
"pc-expert","es","Conocimiento en informática: Profesional"
"pc-old","es","Variantes disponibles para ordenadores viejos"
"pc-up-to-date","es","Requiere un ordenador con componentes actualizados. No se ejecuta en CPUs de 32 bits."
"privacy-online-not-okay","es","No se conecta a ninguna empresa de terceros (como buscadores web) en segundo plano."
"privacy-online-okay","es","Se conecta a compañías de búsqueda en segundo plano"
"programs-graphical","es","Gestión de software a través de tienda de aplicaciones"
"programs-shell","es","Administración de software principalmente a través de comandos shell"
"q.1.text","es","¿Cómo calificaría mi conocimiento informático?"
"q.1.title","es","Conocimiento en informática"
"q.10.text","es","Algunas distribuciones usan servicios en línea para mejorar la experiencia del usuario. Esto puede afectar a la privacidad del usuario, el usuario puede ser rastreado cuando se usan tales características."
"q.10.title","es","Distribuciones: Privacidad"
"q.11.text","es","Algunas distribuciones proporcionan temas propios e iconos para crear una experiencia de usuario completa."
"q.11.title","es","Distribuciones: Temas preestablecidos, iconos y fondos de pantalla"
"q.12.text","es","En Linux se puede instalar software de distintas maneras. Puede compilar software a partir del código fuente o instalarlo a través de paquetes. ¿Qué prefiere?"
"q.12.title","es","Software: Administración"
"q.13.text","es","Algunas distribuciones ofrecen actualizaciones más frecuentes, que pueden afectar la estabilidad del sistema. ¿Qué prefiere?"
"q.13.title","es","Software: Actualizaciones"
"q.14.text","es","Algunas distribuciones son creadas para un propósito especial, algunas para uso diario. ¿Que necesita?"
"q.14.title","es","Software: Caso de uso"
"q.15.text","es","Es importante saber cuántos años tiene el sistema porque algunas distribuciones no se ejecutarán en ordenadores viejos. La razón principal de esto es la disminución del soporte para tecnologías más antiguas, como la arquitectura de procesador de 32 bits a favor de la arquitectura de 64 bits."
"q.15.title","es","Instalación: Soporte de hardware"
"q.16.text","es","Algunas distribuciones pueden usar características especiales, como mejoras de seguridad. ¿Cuál de las siguientes características quiero usar (si hay alguna)?"
"q.16.title","es","Distribuciones: Características especiales"
"q.2.text","es","¿Cómo calificaría mi conocimiento sobre Linux?"
"q.2.title","es","Conocimiento sobre Linux"
"q.3.text","es","¿Cuántas opciones quiere cambiar durante la instalación? ¿Cuántas variables de configuración se deben completar con un valor predeterminado?"
"q.3.title","es","Instalación: Ajustes predeterminados"
"q.4.text","es","La mayoría de las distribuciones se pueden iniciar desde una unidad USB o DVD para probar la distribución sin modificar su ordenador o instalarla en un disco duro. Otros se pueden instalar en una memoria USB (instalación persistente)."
"q.4.title","es","Instalación: ¿Necesita prueba en vivo?"
"q.5.text","es","Algunas distribuciones prefieren crear artículos en wikis para que el usuario solucione sus problemas. ¿Qué prefiere?"
"q.5.title","es","Configuración: Fuentes de ayuda"
"q.6.text","es","Linux puede usar muchas interfaces de usuario diferentes (""Escritorios""). Muchas distribuciones utilizan un escritorio por defecto. Es importante saber si prefiere alguna interfaz concreta. Aún así, puede cambiar e instalar nuevos escritorios en cualquier momento."
"q.6.title","es","Distribuciones: Experiencia de usuario"
"q.7.text","es","La mayoría de las distribuciones son gratuitas. Algunas distribuciones ofrecen soporte adicional pagando una tarifa inicial."
"q.7.title","es","Distribuciones: Precio"
"q.8.text","es","Distintas distribuciones instalan programas diferentes, algunos instalan lo suficiente para comenzar a trabajar directamente. Otros proporcionan solo una instalación básica, por lo que le corresponde al usuario elegir lo que quiere instalar."
"q.8.title","es","Distribuciones: Ámbito"
"q.9.text","es","La licencia (ideología) de una distribución es un debate continuo. Algunos solo proporcionan software libre, otros aceptan software no libre. Las licencias libres le permiten al usuario modificar, redistribuir y usar el software como lo considere oportuno. Hay situaciones en las que una distribución debe usar software no libre, por ejemplo, para los controladores. El software no libre no permite cambios o la inspección del código. Es importante saber si tiene alguna preferencia sobre los distintos modelos de licencia."
"q.9.title","es","Distribuciones: Ideología"
"share","es","Compartir mi resultado"
"sys.3","es","Este enlace contiene una antigua prueba, creada con una versión anterior de distrochooser.de. Puede acceder a esta antigua prueba <a href='#link#'> aquí </a>."
"sys.3link","es","aquí"
"sys.3link","es","aquí"
"sys.3link","es","aquí"
"sys.abort","es","abortar"
"sys.about","es","Sobre este proyecto"
"sys.about.short","es","Sobre este proyecto"
"sys.answered","es","respondido"
"sys.back","es","volver"
"sys.backshort","es","volver"
"sys.can-delete","es","Puedes eliminar respuestas en cualquier momento"
"sys.can-get-result-anyorder","es","Puede responder en orden arbitrario"
"sys.can-get-result-anytime","es","Siempre puede hacer clic en 'obtener resultado'"
"sys.can-mark-important","es","Puede ponderar las preguntas al final del test para enfatizar lo que es importante para usted"
"sys.can-skip-questions","es","Siempre puede saltar preguntas"
"sys.clear","es","limpiar"
"sys.contact","es","Contacto"
"sys.displayexcluded","es","Mostrar excluidos"
"sys.excludedbytag","es","Esta pregunta está muy lejos de su perfil de requisitos. Puede responderla, pero puede saltarla sin problema."
"sys.getresult","es","obtener resultado"
"sys.imagesource","es","Fuente de la imagen"
"sys.important","es","importante"
"sys.intro","es","Bienvenido"
"sys.intro","es","¡Bienvenido! Este test le ayudará a elegir una distribución Linux adecuada según sus necesidades / requisitos."
"sys.lang","es","Idioma"
"sys.links","es","Enlaces"
"sys.next","es","proceder"
"sys.nodistros","es","No pudimos calcular una lista basada en sus respuestas."
"sys.nodistrostext","es","Actualice sus respuestas y ponderaciones para poder recalcular los resultados obtenidos."
"sys.notags","es","No pudimos encontrar ninguna distribución que cumpla con sus requisitos"
"sys.notimportant","es","no importante"
"sys.or","es","o"
"sys.privacy","es","Privacidad"
"sys.rate","es","¿Estas satisfecho con el resultado?"
"sys.rated","es","¡Gracias por tu retroalimentación!"
"sys.rating-1","es","¡Insatisfecho!"
"sys.rating-2","es","Me parece bien"
"sys.rating-3","es","¡Estoy feliz!"
"sys.skip","es","saltar pregunta"
"sys.start","es","Comenzar test"
"sys.textsource","es","Fuente del texto"
"sys.vendor","es","Un proyecto de"
"sys.warning","es","Atención"
"sys.weight","es","Ponderar mis respuestas"
"sys.weight","es","Ponderar respuestas"
"sys.weighterror","es","Todas sus evaluaciones son negativas, no podemos continuar con estos datos. Por favor, deje al menos 1 categoría con un valor positivo o al menos neutral."
"sys.weightinfo","es","Mueva el control deslizante para marcar una propiedad como más importante (derecha) o menos importante (izquierda)"
"sys.weightorresult","es","¿Obtener resultados o ponderar mis respuestas?"
"sys.welcometext","es","Bienvenido"
"systemd","es","Las variantes usan systemd como sistema de inicialización"
"updates-stable","es","Las actualizaciones son menos frecuentes, pero más estables"
"updates-unstable","es","Las actualizaciones son frecuentes, pero pueden ser inestables"
"usage-anon","es","Hecho para fines de anonimización"
"usage-daily","es","Puede ser utilizado para uso diario"
"usage-gaming","es","Los creadores de juegos apoyan esta distribución"
"usage-rescue","es","Se puede usar para la recuperación de datos, ya que puede ser arrancado desde un USB/DVD/CD"
"usage-science","es","Ofrece aplicaciones para fines científicos"
"ux-closed","es","La interfaz de usuario tiene un esquema de color y diseño propio"
"ux-undecided","es","No ofrece un concepto de interfaz cerrado"
"windows-like","es","El diseño de la interfaz de usuario recuerda a Windows"
