"val","langCode","translation"
"a.2071.text","zh-cn","我希望所有的程序都运行在相互隔离的容器里。我明白这会让我的系统比较难用。"
"a.2072.text","zh-cn","我知道什么是「systemd」，并且不喜欢它。"
"a.2073.text","zh-cn","我希望能轻松地安装其他发行版的软件包。"
"a.2074.text","zh-cn","我不想使用包管理器，我想从源代码安装所有软件。"
"all-like","zh-cn","用户界面风格和其他系统相似。"
"container","zh-cn","应用程序放在相互隔离的环境里。"
"d.1.description","zh-cn","Arch Linux 是一款基于 x86-64 架构的 Linux 发行版。系统主要由自由和开源软件组成，支持社区参与。系统设计注重代码正确、优雅和极简主义，期待用户能够愿意去理解系统的操作。Arch Linux 系统安装、删除和更新软件的软件包管理器叫做 pacman。Arch Linux 采用滚动发行模式来获取系统更新和软件的最新版本。系统安装映像只简单地包含系统主要组件。"
"d.10.description","zh-cn","PCLinuxOS，简称 PCLOS，是一个桌面操作系统 PCLinuxOS，目的是开发一个易于使用的自由操作系统。默认使用 KDE 桌面，使用滚动发行策略。PCLinuxOS 以 LiveCD 的形式发布，既可在光驱中运行，也可安装在硬盘上。PCLinuxOS 和其他基于 Mandriva 的发行版不同的是使用 APT-RPM 来安装软件。"
"d.11.description","zh-cn","CentOS（Community Enterprise Operating System）是 Linux 发行版之一，它是来自于 Red Hat Enterprise Linux 依照开放源代码规定发布的源代码所编译而成。由于出自同样的源代码，因此有些要求高度稳定性的服务器以 CentOS 替代商业版的 Red Hat Enterprise Linux 使用。两者的不同，在于 CentOS 并不包含闭源软件。CentOS 对上游代码的主要修改是为了移除不能自由使用的商标。"
"d.12.description","zh-cn","Puppy Linux 是一个轻量的发行版。易用和低资源占用是它的看点。整个系统都可运行在内存中，并只占用 130MB。系统启动后可移除启动盘。包含 SeaMonkey、AbiWord、Gnumeric、Gxine/xine、MPlayer 等应用程序。还可自选轻量级浏览器。该发行版现由 Barry Kauler 等维护。可在其他发行版中由源码编译。"
"d.13.description","zh-cn","KNOPPIX 是一套光盘或 USB 盘启动的 GNU/Linux 系统（LiveCD），功能包括：自动硬件监测、支持常见的显卡、声卡、SCSI 和 USB 设备，以及其它外设。KNOPPIX 可用于 Linux 演示、光盘教学、系统急救，经过适当改造，还可以用于商业软件的产品演示。KNOPPIX 采用了特殊的解压缩技术，不需要硬盘安装，一张 CD，就容纳了 2GB 的可执行程序，供用户自由使用。"
"d.14.description","zh-cn","Gentoo Linux 是一种 Linux 操作系统，基于 Portage 包管理系统，而拥有几乎无限制的适应性特性，被官方称作元发行版（meta-distribution），支持多达 10 种以上的电脑系统结构平台。此项目和它的产品以巴布亚企鹅命名。Gentoo 包管理系统的设计是模块化、可移植、易维护、灵活以及针对用户机器优化的。软件包从源代码构建，这延续了 ports 的传统。但是为了方便，也提供一些大型软件包在多种架构的预编译二进制文件，用户亦可自建或使用第三方二进制包镜像来直接安装二进制包。"
"d.15.description","zh-cn","Antergos（先前被称为 Cinnarch）是一个加利西亚的 Linux 发行版，基于 Arch Linux 操作系统。它默认使用 GNOME 3 桌面环境，但也可以使用 Cinnamon、KDE、MATE、Xfce 及 Openbox。它在 2012 年 7 月时以 Cinnarch 的名称发布，并于 2013 年 5 月，在 DistroWatch 上被评为前 30 个流行的发行版。加利西亚语的 Antergos（意义为：祖先）被挑选出来的原因是“连接过去与现在”。"
"d.16.description","zh-cn","Bedrock Linux 的目的是同时且透明地提供各个发行版的优势（尽管有些看起来是互斥的）。"
"d.17.description","zh-cn","Tails（或名 The Amnesic Incognito Live System）基于 Debian。以安全、匿名、保护隐私为旨。所有传出连接都通过 Tor，并阻止其他连接。使用 LiveCD 或 USB 存储启动，不会不经用户确认而在电脑上留下痕迹。Tor 项目为此提供了大量支持。"
"d.18.description","zh-cn","Zorin OS，是一个基于 Ubuntu 的 Linux 发行版。其目的是尽可能的模拟 Windows 的操作习惯，让用户可以方便的使用 Zorin OS。Zorin OS 默认的浏览器为 Chrome。为了让 Windows 用户更方便的使用 Zorin，Zorin 操作系统预装了 Wine。同时，Zorin 有自己特有的 Zorin Look Changer，该软件可以用来方便的切换桌面的外观，比如切换成 Windows7 的外观或 macOS 的外观。"
"d.19.description","zh-cn","Xubuntu 是一个 Ubuntu Linux 的官方派生版，它基于桌面环境 Xfce。Xubuntu 主要面向旧式电脑的用户和追求更快捷的桌面环境的用户。它主要运行基于 GTK+的程序。"
"d.2.description","zh-cn","Ubuntu 是以桌面应用为主的 Linux 发行版，Ubuntu 由 Canonical 公司发布，他们提供商业支持。它是基于自由软件，其名称来自非洲南部祖鲁语或科萨语的“ubuntu”一词（译为乌班图），意思是“人性”、“我的存在是因为大家的存在”，是非洲传统的一种价值观。Ubuntu 的目标在于为一般用户提供一个最新同时又相当稳定，主要以自由软件建构而成的操作系统。Ubuntu 目前具有庞大的社区力量支持，用户可以方便地从社区获得帮助。"
"d.20.description","zh-cn","Lubuntu 是 Ubuntu Linux 桌面系统计划的一个分支，其默认桌面环境为 LXDE，特别适用于配备老旧的电脑。和 Xubuntu、Ubuntu Lite 一样，都是属于追求轻巧的 Ubuntu 分支。其特色除了轻巧快速外，并提供极低的包相依性，将因为包相依造成的操作问题减到最低。"
"d.21.description","zh-cn","Kubuntu，是众多 Ubuntu 分支的一种，它采用 KDE Plasma 桌面为其默认桌面环境。它和 Ubuntu 采用同样的 软件库。基本上，Kubuntu 和 Ubuntu 没有太大的差异，只是默认桌面系统采用 KDE，并非 Unity。"
"d.22.description","zh-cn","Slackware 是 Slackware Linux, Inc 的 Patrick Volkerding 制作的 Linux 发行版本。Slackware 走了一条与其他的发行版本（Red Hat、Debian、Gentoo、SuSE、Mandriva、Ubuntu 等）不同的道路，它力图成为“UNIX 风格”的 Linux 发行版本。它的方针是只吸收稳定版本的应用程序，并且缺少其他 Linux 版本中那些为发行版本定制的配置工具。"
"d.23.description","zh-cn","Ubuntu MATE 是 Ubuntu 的一个官方派生版，它基于桌面环境 MATE。其所使用的 MATE 桌面环境由已经停止官方维护的 GNOME 2 源代码派生而来。"
"d.24.description","zh-cn","Ubuntu GNOME 是一个基于 Ubuntu 的 Linux 发行版，但其使用的是桌面环境 Gnome。此项目开始于一个名为"remix"的非官方项目，后被接纳为官方发行版之一。"
"d.25.description","zh-cn","NixOS 基于 nix 包管理器。主要特点是声明式配置（declarative configuration）：从引导加载程序到桌面系统的每个组件都使用相同的管理器（Nix）进行配置。"
"d.26.description","zh-cn","KDE neon 是一个快速更新的软件库。大多数用户希望使用由即将发布的软件包。KDE 贡献者和测试人员可以使用由 KDE Git 构建的软件包。它基于 Ubuntu LTS（16.04）。"
"d.27.description","zh-cn","Linux From Scratch 是一个提供帮助的项目。它帮助用户一步一步地从源代码构建自己的整套 Linux。"
"d.28.description","zh-cn","Red Hat Enterprise Linux（RHEL）是一个由 Red Hat 开发的商业市场导向的 Linux 发行版。红帽公司从 Red Hat Enterprise Linux 5 开始对企业版 LINUX 的每个版本提供 10 年的支持。Red Hat Enterprise Linux 常被简称为 RHEL，但它并非官方名称。"
"d.29.description","zh-cn","Qubes OS 在虚拟环境中运行所有应用程序，为用户提供更好的安全性。这些环境基于 Fedora、Debian、Whonix 或 Windows。"
"d.3.description","zh-cn","Manjaro Linux（或简称 Manjaro）是基于 Arch Linux 的 Linux 发行版，使用 Xfce 和 KDE Plasma 作为默认桌面环境，和 Arch 一样，采用滚动更新。其目标是为 PC 提供易于使用的自由的操作系统。"
"d.30.description","zh-cn","Scientific 是一款由费米国家加速器实验室（Fermilab）与欧洲核子研究组织（CERN）合作开发的 Linux 发行版。开发上是以 Red Hat Enterprise Linux 作为基础，并且期望“尽其所能地接近商业发行版的操作系统”。"
"d.31.description","zh-cn","Void Linux 是一项新的发行版，与其他已有的发行版无关。使用的程序与 musl 或 libc 链接。软件包管理器 XBPS 允许从源代码或二进制文件安装程序。Void Linux 使用 runit 而不是 systemd。"
"d.32.description","zh-cn","Devuan 是 Debian GNU/Linux 发行版的一个派生版。该发行版的发行目的是创建一个没有争议性软件 systemd 的发行版。Debian 8 "Jessie"由于将 systemd 作为默认的初始化程序(init)，在开发者及用户中产生了诸多的争议。"
"d.33.description","zh-cn","openSuse Tumbleweed 基于名为“Factory”（工厂）的滚动开发代码库。该版本不断更新，并通过经过测试的稳定软件包进行更新。适合有经验的用户使用。"
"d.34.description","zh-cn","Solus OS 是一款初学者友好的 Linux 发行版，包含自行开发的 Budgie 桌面，提供不错的开箱即用体验。该发行版只支持 64 位电脑。"
"d.4.description","zh-cn","Linux Mint 是一种基于 Ubuntu/Debian 的 Linux 操作系统。目标是为家庭用户和企业客户提供一个免费、高效、易用、高雅的桌面操作系统。Linux Mint 继承了 Ubuntu 的众多优点，致力于提供一种更为开箱即刻可用的用户体验，免去用户在安装系统后还要自己安装一系列满足基本使用需求的软件。它包括提供浏览器插件、多媒体编解码器、对 DVD 播放的支持、Java 和其他组件。它也增加了一套定制桌面及各种菜单，一些独特的配置工具，以及一份基于 web 的软件包安装界面。"
"d.5.description","zh-cn","Debian 是完全由自由软件组成的类 UNIX 操作系统，其包含的多数软件使用 GNU 通用公共许可协议授权，并由 Debian 计划的参与者组成团队对其进行打包、开发与维护。Debian 以其坚守 Unix 和自由软件的精神，以及其给予用户的众多选择而闻名。现时 Debian 提供了超过 25,000 个软件，超过 50,000 个软件包，并正式支持 10 个计算机系统结构。众多知名的 Linux 发行版，例如 Ubuntu、Knoppix 和 Deepin，也都建基于 Debian GNU/Linux。"
"d.6.description","zh-cn","Mageia 是一个非营利组织及其主导的 Linux 发行版的名称。Mageia 组织在 2010 年 9 月 18 日的声明中列出发行版的开发目标：使 Linux 操作系统和自由与开源软件能直接为任何人所用；提供集成的系统配置工具；在基础系统、桌面环境（KDE/GNOME）和应用软件之间保持高水平的集成，特别是改善第三方（自由或专有）软件之集成；采用新的架构与布局规格；增进对计算机和电子设备用户的理解。"
"d.7.description","zh-cn","Fedora (第七版以前为 Fedora Core) 是较具知名度的 Linux 发行包之一，由 Fedora 项目社区开发、红帽公司赞助，目标是创建一套新颖、多功能并且自由（开放源代码）的操作系统。对于用户而言，是一套功能完备、更新快速的免费操作系统；而对赞助者 Red Hat 公司而言，它是许多新技术的测试平台，被认为可用的技术最终会加入到 Red Hat Enterprise Linux 中。"
"d.8.description","zh-cn","openSUSE 是一个 Linux 发行版与项目，由 SUSE Linux GmBH 与其他公司赞助。openSUSE 在全世界被广泛使用，尤其是在德国。它的开发重心是为软件开发者和系统管理者创造适用的开放源代码的工具，并提供易于使用的桌面环境和功能丰富的服务器环境。openSUSE 针对桌面环境进行了一系列的优化，是一个对 Linux 新手较为友好的 Linux 发行版。"
"d.9.description","zh-cn","elementary OS 是一个基于 Ubuntu 的 Linux 发行版。它使用一个自己开发的基于 GNOME 的名为 Pantheon 的桌面环境。这个桌面环境出众的原因是它深度集成了其他 elementary OS 应用程序，如 Plank、Midori 或 Scratch。该发行版使用基于 Mutter 的 Gala 作为其窗口管理器。"
"fromsource","zh-cn","软件主要由它们的源代码来获取。"
"help-community","zh-cn","现在通过社区提供帮助。"
"help-wiki","zh-cn","现在通过 wiki 提供帮助。"
"important","zh-cn","很重要！"
"installation-base","zh-cn","只安装最基本的操作系统。"
"installation-full","zh-cn","安装附加软件，比如浏览器。"
"installation-hdd","zh-cn","可以安装到硬盘上。"
"installation-live","zh-cn","可以在启动盘上试用。"
"installation-usb","zh-cn","可以安装到 USB 存储器上。"
"installer-defaults-wanted","zh-cn","使用安装向导并提供默认设置。"
"installer-hdd","zh-cn","简单直接地安装到硬盘上。"
"installer-no-defaults","zh-cn","安装时没有默认设置。"
"installer-no-defaults-wanted","zh-cn","安装时默认设置较少。"
"license-free","zh-cn","使用自由许可，比如「GNU GPL」。"
"license-unfree-if-needed","zh-cn","使用非自由许可的软件。"
"license-unfree-if-needed","zh-cn","如有必要会使用闭源软件。"
"linux-advanced","zh-cn","掌握丰富的 Linux 知识。"
"linux-beginner","zh-cn","了解少量的 Linux 知识。"
"linux-expert","zh-cn","掌握专业的 Linux 知识。"
"mac-like","zh-cn","默认用户界面更像 macOS。"
"multipackage","zh-cn","可以安装其他发行版的软件包。"
"no-package-manager","zh-cn","软件经由编译源代码来安装。"
"no-systemd","zh-cn","有的变种不使用「systemd」。"
"notimportant","zh-cn","不太重要"
"pay-nothing","zh-cn","各变种可免费使用。"
"pay-price","zh-cn","有的变种需付费使用，例如企业应用。"
"pc-advanced","zh-cn","掌握丰富的电脑知识。"
"pc-beginner","zh-cn","了解少量的电脑知识。"
"pc-expert","zh-cn","拥有专业的电脑知识。"
"pc-old","zh-cn","有的变种兼容老旧的电脑。"
"pc-up-to-date","zh-cn","需要电脑使用新硬件（大部分电脑都能满足），不会运行在 32 位 CPU 上。"
"privacy-online-not-okay","zh-cn","不会在后台访问搜索引擎等第三方公司。"
"privacy-online-okay","zh-cn","会在后台访问数据收集公司。"
"programs-graphical","zh-cn","通过软件商店这类工具管理软件。"
"programs-shell","zh-cn","基本通过终端来管理软件。"
"q.1.text","zh-cn","您解决电脑问题的能力是怎样的？"
"q.1.title","zh-cn","电脑知识"
"q.10.text","zh-cn","有的发行版使用在线服务来提高用户体验，使用这类服务的用户可能会被追踪，这会影响到用户的隐私。"
"q.10.title","zh-cn","发行版：隐私"
"q.11.text","zh-cn","有的发行版自带的程序和桌面提供了一套主题和图标以提高用户体验。"
"q.11.title","zh-cn","发行版：预置主题、图标、壁纸"
"q.12.text","zh-cn","在 Linux 上您可以通过不同的方式安装软件。您希望通过包来安装还是通过源代码来安装？"
"q.12.title","zh-cn","软件：管理"
"q.13.text","zh-cn","有的发行版更新非常频繁，这可能会影响系统稳定性。您想要怎样的更新？"
"q.13.title","zh-cn","软件：升级"
"q.14.text","zh-cn","有些发行版用于日常使用，而有些发行版用于特定任务。您的需求是什么？"
"q.14.title","zh-cn","软件：使用场景"
"q.15.text","zh-cn","有的发行版不会在老旧的电脑上运行。有些老旧的技术已经失去了支持，比如 64 位程序不会运行在 32 位处理器上。"
"q.15.title","zh-cn","安装：硬件支持"
"q.16.text","zh-cn","有的发行版会使用特别的功能，比如增强的安全防护。您需要以下哪些功能？"
"q.16.title","zh-cn","发行版：特殊功能"
"q.2.text","zh-cn","您对 Linux 有多了解？"
"q.2.title","zh-cn","Linux 知识"
"q.3.text","zh-cn","关于安装系统时的设置，您希望自己修改的和默认填好的项目各有多少？"
"q.3.title","zh-cn","安装：预配置"
"q.4.text","zh-cn","多数发行版可以由 USB 存储器或光盘启动后试用，而不会修改电脑上的数据。有的发行版可直接安装在 USB 存储器里，还能保存所有修改。"
"q.4.title","zh-cn","安装：需要 Live 试用？"
"q.5.text","zh-cn","有的发行版使用 wiki 文章帮用户解决问题。您更喜欢怎样获得帮助？"
"q.5.title","zh-cn","配置：帮助"
"q.6.text","zh-cn","Linux 可以使用多种不同的用户界面（即桌面环境）。不少发行版自带一套桌面，但您仍然可以随时更换桌面环境！您更喜欢什么风格的桌面？"
"q.6.title","zh-cn","发行版：用户体验"
"q.7.text","zh-cn","大部分发行版是免费的。有些发行版在支付初始费用后可获得额外支持。"
"q.7.title","zh-cn","发行版：价格"
"q.8.text","zh-cn","不同的发行版提供不同数量的软件。有的会安装一套完整的环境，保证「开箱即用」。有的只会安装一些基本软件，并由用户自主选择想要的功能。"
"q.8.title","zh-cn","发行版：软件范围"
"q.9.text","zh-cn","一个发行版的许可证或理念一直有争议。有的发行版主要使用「自由许可」，有的也会包含「非自由许可」的软件。自由许可证允许用户以各种目的修改、再发行软件。非自由软件不会提供源代码，也不允许用户修改。有时发行版必须使用非自由软件，如驱动程序。您对两种许可的看法如何？"
"q.9.title","zh-cn","发行版：理念"
"share","zh-cn","分享我的结果"
"sys.3","zh-cn","这个链接包含 distrochooser.de 创建的旧版问题。点击<a href='#link#'>这里</a>访问旧版问卷。"
"sys.3link","zh-cn","此处"
"sys.3link","zh-cn","此处"
"sys.3link","zh-cn","此处"
"sys.abort","zh-cn","取消"
"sys.about","zh-cn","关于本项目"
"sys.about.short","zh-cn","关于"
"sys.answered","zh-cn","已回答"
"sys.back","zh-cn","返回"
"sys.backshort","zh-cn","返回"
"sys.can-delete","zh-cn","您可以随时删除您的回答。"
"sys.can-get-result-anyorder","zh-cn","您可以按任意顺序回答问题。"
"sys.can-get-result-anytime","zh-cn","您可以随时点击「获取结果」。"
"sys.can-mark-important","zh-cn","您可以在问卷结束时修改问题的权值，以突显重要的影响因素。"
"sys.can-skip-questions","zh-cn","您可以任意跳过一些问题。"
"sys.clear","zh-cn","清除回答"
"sys.contact","zh-cn","联系方式"
"sys.displayexcluded","zh-cn","显示排除项"
"sys.excludedbytag","zh-cn","这个问题距离您的需求较远。您可以坚持回答，也可以放心地跳过。"
"sys.getresult","zh-cn","获取结果"
"sys.imagesource","zh-cn","图标来源"
"sys.important","zh-cn","重要"
"sys.intro","zh-cn","欢迎"
"sys.intro","zh-cn","您好！本问卷测试将帮助您选择最适合您使用的 Linux 发行版。"
"sys.lang","zh-cn","语言"
"sys.links","zh-cn","链接"
"sys.next","zh-cn","继续"
"sys.nodistros","zh-cn","无法生成满足回答的列表。"
"sys.nodistrostext","zh-cn","请修改回答和重要性以便我们重新计算。"
"sys.notags","zh-cn","无法找到满足需求的匹配。"
"sys.notimportant","zh-cn","不重要"
"sys.or","zh-cn","或"
"sys.privacy","zh-cn","隐私声明"
"sys.rate","zh-cn","您对测试结果的评价如何？"
"sys.rated","zh-cn","谢谢您的反馈！"
"sys.rating-1","zh-cn","不满意！"
"sys.rating-2","zh-cn","足够准确！"
"sys.rating-3","zh-cn","非常棒！"
"sys.skip","zh-cn","跳过本题"
"sys.start","zh-cn","开始测试"
"sys.textsource","zh-cn","文本来源"
"sys.vendor","zh-cn","项目提供者："
"sys.warning","zh-cn","注意"
"sys.weight","zh-cn","修改回答重要度"
"sys.weight","zh-cn","修改重要度"
"sys.weighterror","zh-cn","所有回答都是负数，无法处理此结果。请至少指定一个正值或中性值。"
"sys.weightinfo","zh-cn","拖动滑块来修改回答的重要程度。"
"sys.weightorresult","zh-cn","直接获取结果还是修改回答的重要度？"
"sys.welcometext","zh-cn","欢迎"
"systemd","zh-cn","各变种用「systemd」替代了「init」进程。"
"updates-stable","zh-cn","不经常更新，但更稳定。"
"updates-unstable","zh-cn","频繁的更新，可以不稳定。"
"usage-anon","zh-cn","为匿名使用而设计。"
"usage-daily","zh-cn","可以日常使用。"
"usage-gaming","zh-cn","游戏厂商支持这个发行版。"
"usage-rescue","zh-cn","可由 USB 存储器和光盘启动，可用于数据恢复。"
"usage-science","zh-cn","提供科学研究用的软件。"
"ux-closed","zh-cn","用户界面有它自己的颜色和主题设计。"
"ux-undecided","zh-cn","没有提供特定的设计风格。"
"windows-like","zh-cn","用户界面风格更像 Windows。"
